20140131,801
20140201,948
20140202,915
20140203,939
20140204,1022
20140205,1067
20140206,1292
20140207,1806
20140208,1793
20140209,1675
20140210,2088
20140211,2075
20140212,2041
20140213,2050
20140214,1912
20140215,1802
20140216,1848
20140217,2254
20140218,2253
20140219,2239
20140220,2296
20140221,2269
20140222,2099
20140223,2238
20140224,2686
20140225,2613
20140226,2526
20140227,2640
20140228,2688
20140301,2733
20140302,2411
20140303,2863
20140304,2692
20140305,2685
20140306,2627
20140307,2543
20140308,2971
20140309,2428
20140310,2830
20140311,2725
20140312,2583
20140313,2497
20140314,2645
20140315,2413
20140316,2355
20140317,2925
20140318,2914
20140319,2796
20140320,2744
20140321,2698
20140322,2388
20140323,2521
20140324,2942
20140325,2924
20140326,2926
20140327,2845
20140328,2814
20140329,2534
20140330,2598
20140331,3103
20140401,3205
20140402,2954
20140403,2900
20140404,2762
20140405,2264
20140406,2250
20140407,2569
20140408,3140
20140409,2915
20140410,2896
20140411,2883
20140412,2511
20140413,2610
20140414,2928
20140415,2961
20140416,2831
20140417,2860
20140418,2881
20140419,2559
20140420,2719
20140421,3203
20140422,3067
20140423,2987
20140424,3063
20140425,3172
20140426,2732
20140427,2751
20140428,3286
20140429,3050
20140430,3200
20140501,2738
20140502,2554
20140503,2733
20140504,3152
20140505,3187
20140506,3105
20140507,3038
20140508,2984
20140509,2943
20140510,2769
20140511,2755
20140512,3254
20140513,3095
20140514,2992
20140515,3096
20140516,2956
20140517,2643
20140518,2707
20140519,3263
20140520,3284
20140521,3116
20140522,3093
20140523,3209
20140524,2770
20140525,2967
20140526,3408
20140527,3360
20140528,3254
20140529,3179
20140530,3176
20140531,2752
20140601,2988
20140602,2893
20140603,3246
20140604,3124
20140605,3112
20140606,3251
20140607,2720
20140608,2791
20140609,3149
20140610,3144
20140611,3061
20140612,3205
20140613,3182
20140614,2783
20140615,2947
20140616,3624
20140617,3649
20140618,3699
20140619,3519
20140620,3532
20140621,3177
20140622,3130
20140623,3731
20140624,3706
20140625,3677
20140626,3960
20140627,3479
20140628,3196
20140629,3254
20140630,3793
20140701,3970
20140702,3589
20140703,3449
20140704,3569
20140705,3245
20140706,2950
20140707,3327
20140708,3508
20140709,3561
20140710,3405
20140711,3115
20140712,2932
20140713,3251
20140714,3334
20140715,3252
20140716,3181
20140717,3115
20140718,3023
20140719,2854
20140720,2948
20140721,3397
20140722,3373
20140723,3378
20140724,3296
20140725,3317
20140726,2824
20140727,2861
20140728,3404
20140729,3261
20140730,3418
20140731,3418
20140801,3609
20140802,3075
20140803,2998
20140804,3519
20140805,3383
20140806,3213
20140807,3119
20140808,3216
20140809,2774
20140810,2860
20140811,3369
20140812,3276
20140813,3196
20140814,3164
20140815,3231
20140816,2836
20140817,2902
20140818,3583
20140819,3300
20140820,3493
20140821,3267
20140822,3333
20140823,2966
20140824,3064
20140825,3689
20140826,3528
20140827,3699
20140828,3628
20140829,3507
20140830,3111
20140831,3395
